Time Series Search Export,Search term,Search filters,,Last update of Central bank policy rates data,Downloaded at,Source,Source URL,Download URL,About Central bank policy rates
,,FREQ:Frequency,M:Monthly,2026-04-16,2026-04-18 13:19 CEST,BIS,https://data.bis.org/topics/CBPOL/data?data_view=table&filter=FREQ%3DM%255EYEAR%3D2010%257C2011%257C2012%257C2013%257C2014%257C2015%257C2016%257C2018%257C2019%257C2020%257C2021%257C2022%257C2023%257C2024%257C2025,https://data.bis.org/topics/CBPOL/data?data_view=table&filter=FREQ%3DM%255EYEAR%3D2010%257C2011%257C2012%257C2013%257C2014%257C2015%257C2016%257C2018%257C2019%257C2020%257C2021%257C2022%257C2023%257C2024%257C2025&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code%2Clabel,https://data.bis.org/topics/CBPOL
,,YEAR:Year,"2010:,2011:,2012:,2013:,2014:,2015:,2016:,2018:,2019:,2020:,2021:,2022:,2023:,2024:,2025:",,,,,,
,,TOPIC:Topic,CBPOL:Central bank statistics / Central bank policy rates,,,,,,

DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,REF_AREA:Reference area,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2023-06-30,F:Free,,A:Normal value,15.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2023-07-31,F:Free,,A:Normal value,17.5
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2023-08-31,F:Free,,A:Normal value,25.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2023-09-30,F:Free,,A:Normal value,30.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2023-10-31,F:Free,,A:Normal value,35.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2023-11-30,F:Free,,A:Normal value,40.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2023-12-31,F:Free,,A:Normal value,42.5
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2024-01-31,F:Free,,A:Normal value,45.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2024-02-29,F:Free,,A:Normal value,45.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2024-03-31,F:Free,,A:Normal value,50.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2024-04-30,F:Free,,A:Normal value,50.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2024-05-31,F:Free,,A:Normal value,50.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2024-06-30,F:Free,,A:Normal value,50.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2024-07-31,F:Free,,A:Normal value,50.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2024-08-31,F:Free,,A:Normal value,50.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2024-09-30,F:Free,,A:Normal value,50.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2024-10-31,F:Free,,A:Normal value,50.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2024-11-30,F:Free,,A:Normal value,50.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2024-12-31,F:Free,,A:Normal value,47.5
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2025-01-31,F:Free,,A:Normal value,45.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2025-02-28,F:Free,,A:Normal value,45.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2025-03-31,F:Free,,A:Normal value,42.5
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2025-04-30,F:Free,,A:Normal value,46.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2025-05-31,F:Free,,A:Normal value,46.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2025-06-30,F:Free,,A:Normal value,46.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2025-07-31,F:Free,,A:Normal value,43.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2025-08-31,F:Free,,A:Normal value,43.0
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2025-09-30,F:Free,,A:Normal value,40.5
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2025-10-31,F:Free,,A:Normal value,39.5
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2025-11-30,F:Free,,A:Normal value,39.5
"BIS,WS_CBPOL,1.0",M.TR,M:Monthly,TR:Türkiye,Per cent per year,Units,2025-12-31,F:Free,,A:Normal value,38.0
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2010-01-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2010-02-28,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2010-03-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2010-04-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2010-05-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2010-06-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2010-07-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2010-08-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2010-09-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2010-10-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2010-11-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2010-12-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2011-01-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2011-02-28,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2011-03-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2011-04-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2011-05-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2011-06-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2011-07-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2011-08-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2011-09-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2011-10-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2011-11-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2011-12-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2012-01-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2012-02-29,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2012-03-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2012-04-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2012-05-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2012-06-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2012-07-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2012-08-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2012-09-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2012-10-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2012-11-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2012-12-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2013-01-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2013-02-28,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2013-03-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2013-04-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2013-05-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2013-06-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2013-07-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2013-08-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2013-09-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2013-10-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2013-11-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2013-12-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2014-01-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2014-02-28,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2014-03-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2014-04-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2014-05-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2014-06-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2014-07-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2014-08-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2014-09-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2014-10-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2014-11-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2014-12-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2015-01-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2015-02-28,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2015-03-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2015-04-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2015-05-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2015-06-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2015-07-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2015-08-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2015-09-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2015-10-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2015-11-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2015-12-31,F:Free,,A:Normal value,0.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2016-01-31,F:Free,,A:Normal value,0.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2016-02-29,F:Free,,A:Normal value,0.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2016-03-31,F:Free,,A:Normal value,0.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2016-04-30,F:Free,,A:Normal value,0.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2016-05-31,F:Free,,A:Normal value,0.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2016-06-30,F:Free,,A:Normal value,0.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2016-07-31,F:Free,,A:Normal value,0.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2016-08-31,F:Free,,A:Normal value,0.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2016-09-30,F:Free,,A:Normal value,0.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2016-10-31,F:Free,,A:Normal value,0.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2016-11-30,F:Free,,A:Normal value,0.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2016-12-31,F:Free,,A:Normal value,0.625
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2018-01-31,F:Free,,A:Normal value,1.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2018-02-28,F:Free,,A:Normal value,1.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2018-03-31,F:Free,,A:Normal value,1.625
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2018-04-30,F:Free,,A:Normal value,1.625
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2018-05-31,F:Free,,A:Normal value,1.625
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2018-06-30,F:Free,,A:Normal value,1.875
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2018-07-31,F:Free,,A:Normal value,1.875
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2018-08-31,F:Free,,A:Normal value,1.875
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2018-09-30,F:Free,,A:Normal value,2.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2018-10-31,F:Free,,A:Normal value,2.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2018-11-30,F:Free,,A:Normal value,2.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2018-12-31,F:Free,,A:Normal value,2.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2019-01-31,F:Free,,A:Normal value,2.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2019-02-28,F:Free,,A:Normal value,2.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2019-03-31,F:Free,,A:Normal value,2.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2019-04-30,F:Free,,A:Normal value,2.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2019-05-31,F:Free,,A:Normal value,2.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2019-06-30,F:Free,,A:Normal value,2.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2019-07-31,F:Free,,A:Normal value,2.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2019-08-31,F:Free,,A:Normal value,2.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2019-09-30,F:Free,,A:Normal value,1.875
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2019-10-31,F:Free,,A:Normal value,1.625
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2019-11-30,F:Free,,A:Normal value,1.625
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2019-12-31,F:Free,,A:Normal value,1.625
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2020-01-31,F:Free,,A:Normal value,1.625
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2020-02-29,F:Free,,A:Normal value,1.625
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2020-03-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2020-04-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2020-05-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2020-06-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2020-07-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2020-08-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2020-09-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2020-10-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2020-11-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2020-12-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2021-01-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2021-02-28,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2021-03-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2021-04-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2021-05-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2021-06-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2021-07-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2021-08-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2021-09-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2021-10-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2021-11-30,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2021-12-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2022-01-31,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2022-02-28,F:Free,,A:Normal value,0.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2022-03-31,F:Free,,A:Normal value,0.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2022-04-30,F:Free,,A:Normal value,0.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2022-05-31,F:Free,,A:Normal value,0.875
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2022-06-30,F:Free,,A:Normal value,1.625
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2022-07-31,F:Free,,A:Normal value,2.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2022-08-31,F:Free,,A:Normal value,2.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2022-09-30,F:Free,,A:Normal value,3.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2022-10-31,F:Free,,A:Normal value,3.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2022-11-30,F:Free,,A:Normal value,3.875
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2022-12-31,F:Free,,A:Normal value,4.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2023-01-31,F:Free,,A:Normal value,4.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2023-02-28,F:Free,,A:Normal value,4.625
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2023-03-31,F:Free,,A:Normal value,4.875
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2023-04-30,F:Free,,A:Normal value,4.875
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2023-05-31,F:Free,,A:Normal value,5.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2023-06-30,F:Free,,A:Normal value,5.125
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2023-07-31,F:Free,,A:Normal value,5.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2023-08-31,F:Free,,A:Normal value,5.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2023-09-30,F:Free,,A:Normal value,5.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2023-10-31,F:Free,,A:Normal value,5.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2023-11-30,F:Free,,A:Normal value,5.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2023-12-31,F:Free,,A:Normal value,5.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2024-01-31,F:Free,,A:Normal value,5.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2024-02-29,F:Free,,A:Normal value,5.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2024-03-31,F:Free,,A:Normal value,5.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2024-04-30,F:Free,,A:Normal value,5.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2024-05-31,F:Free,,A:Normal value,5.375
"BIS,WS_CBPOL,1.0",M.US,M:Monthly,US:United States,Per cent per year,Units,2024-06-30,F:Free,,A:Normal value,5.375
